pmid,title,abstract,label,model_prob,mentions_consciousness,mentions_awareness,mentions_anesthesia,mentions_coma,mentions_vegetative,mentions_minimally_conscious,mentions_locked_in,mentions_sedation,mentions_arousal,mentions_neural,mentions_philosophy,mentions_qualia,mentions_subjective,mentions_phenomenology,mentions_report,mentions_religion,mentions_global_workspace,mentions_iit,mentions_mind_brain_identity,mentions_orch_or,mentions_panpsychism,mentions_dualism,mentions_monism,mentions_electromagnetic,mentions_neural_correlates,mentions_physicalism,mentions_edelman,mentions_crick,mentions_koch,mentions_dennett,mentions_baars,mentions_mcfadden,mentions_searle,mentions_chalmers,mentions_dehaene,mentions_tononi,mentions_friston,len_abstract_over_250,pred,mismatch,abs_margin
27003264,Altered states of consciousness are related to higher sexual responsiveness.,"Altered states of consciousness lead to profound changes in the sense of self, time and space. We assessed how these changes were related to sexual responsiveness during sex. 116 subjects reported (a) intensity of awareness concerning body, space and time, and (b) satisfaction, desire, arousal, and orgasm occurrence. We differentiated vaginal intercourse orgasm from noncoital orgasm. Female vaginal intercourse orgasm was further differentiated as with or without concurrent clitoral masturbation. Overall, sexual responsiveness was related to greater body awareness and lesser time and space awareness. Satisfaction, desire, and arousal were especially associated with less time awareness in women. Female orgasms during vaginal intercourse were related to greater body awareness and lesser time awareness, but noncoital orgasms were unrelated. Our findings provide empirical support for the hypotheses that altered states of consciousness with attentional absorption are strongly related to sexual responsiveness in women, and to a lesser extent in men.",0,0.7316508628448636,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.23165086284486358
16482783,In the face of emotions: event-related potentials in supraliminal and subliminal facial expression recognition.,"Is facial expression recognition marked by specific event-related potentials (ERPs) effects? Are conscious and unconscious elaborations of emotional facial stimuli qualitatively different processes? In Experiment 1, ERPs elicited by supraliminal stimuli were recorded when 21 participants viewed emotional facial expressions of four emotions and a neutral stimulus. Two ERP components (N2 and P3) were analyzed for their peak amplitude and latency measures. First, emotional face-specificity was observed for the negative deflection N2, whereas P3 was not affected by the content of the stimulus (emotional or neutral). A more posterior distribution of ERPs was found for N2. Moreover, a lateralization effect was revealed for negative (right lateralization) and positive (left lateralization) facial expressions. In Experiment 2 (20 participants), 1-ms subliminal stimulation was carried out. Unaware information processing was revealed to be quite similar to aware information processing for peak amplitude but not for latency. In fact, unconscious stimulation produced a more delayed peak variation than conscious stimulation.",1,0.2716371548678533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0.22836284513214672
650884,[A case of a successful weaning from controlled ventillation by means of IMV in a patient with disturbed consciousness (author's transl)].,,0,0.7271731027432706,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.22717310274327063
16634419,Patient state index.,"The patient state index (PSI) is a clinically validated measure of the effect of anaesthesia and sedation. The PSI is calculated via a proprietary algorithm by a high-resolution 4-channel electroencephalograph (EEG) monitor after advanced artifact rejection. The PSI has been designed specifically for intra-operative and intensive care use to monitor patient sedation and drug effect. The algorithm relies on EEG power, frequency and phase information from anterior-posterior relationships of the brain as well as coherence between bilateral brain regions. The EEG monitor, initially called the PSA4000, is also the SEDLine monitor, the newest generation of the device. The SEDLine system provides the clinician the option of storing and downloading patient data for future use as well as monitoring bilateral brain function and symmetry with a density spectral array (DSA) display.",0,0.7208695715418048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.22086957154180475
19818912,Life can be worth living in locked-in syndrome.,"The locked-in syndrome (LIS) describes patients who are awake and conscious but severely deefferented leaving the patient in a state of almost complete immobility and loss of verbal communication. The etiology ranges from acute (e.g., brainstem stroke, which is the most frequent cause of LIS) to chronic causes (e.g., amyotrophic lateral sclerosis; ALS). In this article we review and present new data on the psychosocial adjustment to LIS. We refer to quality of life (QoL) and the degree of depressive symptoms as a measure of psychosocial adjustment. Various studies suggest that despite their extreme motor impairment, a significant number of LIS patients maintain a good QoL that seems unrelated to their state of physical functioning. Likewise, depression is not predicted by the physical state of the patients. A successful psychological adjustment to the disease was shown to be related to problem-oriented coping strategies, like seeking for information, and emotional coping strategies like denial--the latter may, nevertheless, vary with disease stage. Perceived social support seems to be the strongest predictor of psychosocial adjustment. QoL in LIS patients is often in the same range as in age-matched healthy individuals. Interestingly, there is evidence that significant others, like primary caregivers or spouses, rate LIS patients' QoL significantly lower than the patients themselves. With regard to depressed mood, ALS patients without symptoms focus significantly more often on internal factors that can be retained in the course of the disease contrary to patients with depressive symptoms who preferably name external factors as very important, such as health, which will degrade in the course of the disease. Typically, ALS patients with a higher degree of depressive symptoms experience significantly less ""very pleasant"" situations. The herein presented data strongly question the assumption among doctors, health-care workers, lay persons, and politicians that severe motor disability necessarily is intolerable and leads to end-of-life decisions or euthanasia. Existing evidence supports that biased clinicians provide less-aggressive medical treatment in LIS patients. Thus, psychological treatment for depression, effective strategies for coping with the disease, and support concerning the maintenance of the social network are needed to cope with the disease. Novel communication devices and assistive technology now offers an increasing number of LIS patients to resume a meaningful life and an active role in society.",0,0.7206443125688967,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.22064431256889672
2634213,[Errors in nursing: in cardiac rehabilitation; during observation of the consciousness level].,,0,0.7090267204111493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.20902672041114934
12925496,Sedative effects of morphine and clonidine.,,0,0.6979250356450378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.19792503564503783
23260187,Disorders of consciousness: are we ready for a paradigm shift?,,0,0.6641247019768108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.16412470197681084
31059425,Novel Signal Processing Technique for Capture and Isolation of Blink-Related Oscillations Using a Low-Density Electrode Array for Bedside Evaluation of Consciousness.,"OBJECTIVE: Blink-related oscillations derived from electroencephalography (EEG) have recently emerged as an important measure of awareness. Combined with portable EEG hardware with low-density electrode arrays, this neural marker may crucially augment the existing bedside assessments of consciousness in unresponsive patients. Nonetheless, the close relationship between signal characteristics of the neural response of interest and blink-induced oculomotor artifacts poses particular challenges when measuring blink-related oscillations using a point-of-care platform. This study presents a novel denoising approach based on time-frequency (TF) filtering that exploits the differential temporal and spectral features to isolate the neural response from ocular artifact in a low-density array. METHODS: We investigated the effectiveness of the TF filtering technique using 64-channel EEG data collected in healthy adults, with focal analysis of the Pz and POz channels. RESULTS: TF filtering showed comparable performance in denoising the signal relative to the established gold-standard independent component analysis approach, with strong similarities in morphological characteristics as measured by intraclass correlations (p < 0.001), extent of artifact rejection based on the ocular contamination index (p < 0.006), as well as time- and frequency-domain signal capture (p < 0.05). Results are robust at the individual and group levels, and are crucially validated using raw data from only four electrodes comprising Pz, POz, Fp2, and T7. CONCLUSION: These results demonstrate for the first time that TF filtering enables the successful capture and isolation of the blink-related oscillations response using a four-electrode array. SIGNIFICANCE: This significantly advances the translation of the blink-related oscillations marker to a point-of-care platform for eventual bedside applications.",0,0.6492645813933817,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.14926458139338172
16739907,[Arousal disorders].,"Altered states of consciousness are a common reason for visits to the emergency room and admission to intensive care unit. Management of unconscious patient can be difficult because the potential causes of an altered mental status are considerable and the time for diagnosis and effective intervention is short. First, the patient must airway, breathing, and circulation protected. It is important to obtain carefully taken history from eyewitnesses and to perform a general complete examination particularly neurologic focusing on pupillary responses, eye movements, and motor responses. Technical investigations like CT-scan and laboratory tests should make part of a careful diagnostic plan. The prognosis for recovery depends greatly on the underlying etiology as well as its optimal treatment, which seeks to preserve neurologic function and maximize the potential for recovery by reversing the primary cause of brain injury, if known, and preventing secondary brain injury from anoxia, ischemia, hypoglycemia, cerebral edema, and electrolyte disturbances.",0,0.6481210329380285,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.14812103293802847
2583386,[The action of dilantin on the state of consciousness].,,0,0.6432320197301131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.14323201973011312
26327171,Healing Through States of Consciousness: Animal Sacrifice and Christian Prayer Among the Kachin in Southwest China.,"Healing rituals can be understood in terms of configurations of two states of consciousness-a culturally elaborated everyday waking consciousness, and an enhanced and culturally elaborated state of consciousness. Two healing rituals performed by the ethnic Kachin in Southwest China differentiate these two states of consciousness in their theories of life and death. The first ritual, animal sacrifice, employs the ordinary consciousness, including will and expectation, of participants through the enhanced state of consciousness of the ritual officiant. The second, Christian prayer, utilizes the enhanced consciousness of Christian Congregation to achieve psychic transformation. These two rituals maneuver different configurations of the two states of consciousness in achieving healing efficacy.",0,0.639669009406208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.13966900940620797
22240832,"[Sick from sickness, substance abuse or medicine].",,0,0.6107455095266988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.11074550952669882
3791778,[A case of prolonged consciousness disturbance with periodic synchronous discharge after fulminant hepatitis].,,0,0.6094252386505807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.10942523865058074
19519632,On the positive side of error processing: error-awareness positivity revisited.,"Performance errors are indexed in the brain even if they are not consciously registered, as demonstrated by the error-related negativity (ERN or Ne) event-related potential. It has recently been shown that another response-locked potential, the error positivity (Pe), follows the Ne, but only in those trials in which the participants consciously detect making the error ('Aware Errors'). In the present study we generalize these findings to an auditory task and investigate possible caveats in the interpretation of the Pe as an index of error awareness. In an auditory Go/No-Go error-awareness task (auditory EAT) participants pressed an additional 'fix error' button after noticing that they had made an error. As in visual tasks, the Ne was similar for aware ('fixed') and unaware ('unfixed') errors, while the Pe was enhanced only for Aware Errors. Within subjects, the Ne and Pe behaved in similar fashions for auditory and visual errors. A control condition confirmed that the awareness effect was not due to the requirement to report error awareness. These results reinforce the evidence in favor of the Pe as a correlate of conscious error processing, and imply that this process is not modality-specific. Nevertheless, single-trial analysis suggested that the Pe may be a delayed P3b related to stimulus processing rather than to response monitoring.",1,0.4027527449220593,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0.09724725507794069
22693887,What caused this patient's change in mental status?,,0,0.5864838455711965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.08648384557119648
31068438,Interactions between Conscious and Subconscious Signals: Selective Attention under Feature-Based Competition Increases Neural Selectivity during Brain Adaptation.,"Efficient perception in natural environments depends on neural interactions between voluntary processes within cognitive control, such as attention, and those that are automatic and subconscious, such as brain adaptation to predictable input (also called repetition suppression). Although both attention and adaptation have been studied separately and there is considerable knowledge of the neurobiology involved in each of these processes, how attention interacts with adaptation remains equivocal. We examined how attention interacts with visual and auditory adaptation by measuring neuroimaging effects consistent with changes in either neural gain or selectivity. Male and female human participants were scanned with functional magnetic resonance imaging (fMRI) first while they discriminated repetition of morphed faces or voices and either directed their attention to stimulus identity or spatial location. Attention to face or voice identity, while ignoring stimulus location, solely increased the gain of respectively face- or voice-sensitive cortex. The results were strikingly different in an experiment when participants attended to voice identity versus stimulus loudness. In this case, attention to voice while ignoring sound loudness increased neural selectivity. The combined results show that how attention affects adaptation depends on the level of feature-based competition, reconciling prior conflicting observations. The findings are theoretically important and are discussed in relation to neurobiological interactions between attention and different types of predictive signals.SIGNIFICANCE STATEMENT Adaptation to repeated environmental events is ubiquitous in the animal brain, an automatic typically subconscious, predictive signal. Cognitive influences, such as by attention, powerfully affect sensory processing and can overcome brain adaptation. However, how neural interactions occur between adaptation and attention remains controversial. We conducted fMRI experiments regulating the focus of attention during adaptation to repeated stimuli with perceptually balanced stimulus expectancy. We observed an interaction between attention and adaptation consistent with increased neural selectivity, but only under conditions of feature-based competition, challenging the notion that attention interacts with brain adaptation by only affecting response gain. This demonstrates that attention retains its full complement of mechanistic influences on sensory cortex even as it interacts with more automatic or subconscious predictive processes.",1,0.41353960000224865,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0.08646039999775135
439759,[Neurophysiological principles of consciousness].,,0,0.5763721939200421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,0.07637219392004213
3764289,Dream self-reflectiveness as a learned cognitive skill.,"This research was directed toward the contradiction sustained by cognitive dream psychology, which on the one hand regards dreaming as higher symbolic activity and, on the other, sees its organizational and functional characteristics as derivative and/or inferior to those of waking consciousness. Study 1 evaluates the degree of self-reflective meta-cognition in dreams from different sleep stages. Subjects were 24 college students selected such that half were self-reported high-frequency dream recallers and half were low-frequency recallers. Both groups were composed equally of men and women. Greater self-reflectiveness (SR) was found in REM dreams as compared with those from stages 2 and 4, which did not differ. High-frequency recallers showed more dream SR than did low-frequency recallers. Study 2 assessed the extent to which self-reflective and lucid dreaming can be learned as a cognitive skill by varying levels of intention and attention paid to dreaming. After 3 weeks of home dream collection, results showed that four experimental groups had greater dream SR than did a baseline group. The most effective treatment was the mnemonic, wherein attention patterning schemas learned in waking resulted in more self-reflective and lucid dreaming than did either baseline or attention-control conditions. These results provide evidence that dreaming is not single-minded but variable along a self-reflective process continuum, and suggest functional and organizational levels that are consistent with the conception of dreaming as higher order cognitive activity.",1,0.42810057287418757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,0.07189942712581243
28124464,Patients' experience of thirst while being conscious and mechanically ventilated in the intensive care unit.,"BACKGROUND: Because of changes in sedation strategies, more patients in the intensive care unit (ICU) are conscious. Therefore, new and challenging tasks in nursing practice have emerged, which require a focus on the problems that patients experience. Thirst is one such major problem, arising because the mechanical ventilator prevents the patients from drinking when they have the urge to do so. To gain a deeper understanding of the patients' experiences and to contribute new knowledge in nursing care, this study focuses on the patients' experiences of thirst during mechanical ventilation (MV) while being conscious. AIMS: To explore patients' experience of thirst while being conscious and mechanically ventilated. DESIGN: This hermeneutic study used qualitative interviews of 12 patients. METHOD: Data were analyzed based on content analysis. Interviews were conducted between September and October 2014 in two large ICUs in Denmark. RESULT: Four themes relating to the patients' experiences of thirst during MV were identified: a paramount thirst, a different sense in the mouth, deprivation of the opportunity to quench thirst and difficulties associated with thirst. CONCLUSION: Patients associate feelings of desperation, anxiety and powerlessness with the experience of thirst. These feelings have a negative impact on their psychological well-being. A strategy in the ICU that includes no sedation for critically ill patients in need of MV introduces new demands on the nurses who must care for patients who are struggling with thirst. RELEVANCE TO CLINICAL PRACTICE: This study shows that despite several practical attempts to relieve thirst, it remains a paramount problem for the patients. ICU nurses need to increase their focus on issues of thirst and dry mouth, which are two closely related issues for the patients. Communication may be a way to involve the patients, recognize and draw attention to their problem.",0,0.5711495229594888,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.07114952295948884
9305415,Alertness and memory after sleep deprivation and diazepam intake.,"Benzodiazepines (BZDs) give rise to memory impairments. It has been questioned whether or not these impairments are related to the drug's sedative, alertness-reducing effects. Therefore, in this study, alertness was reduced in healthy subjects both pharmacologically (15 mg diazepam) and non-pharmacologically (24-h sleep deprivation, SD) in order to assess whether these manipulations both gave rise to memory impairments. Twelve subjects were tested using a repeated measures cross-over design. Drug administration was placebo-controlled and double-blind. A subjective alertness reduction was established after diazepam intake and even more after SD. Additionally, performance-disruptive effects were found on psychomotor tasks after both SD and liazepam intake. However, only diazepam, and not SD, impaired delayed recall of a word list and recall of paired associates. Thus a reduction in alertness, i.e. sedation, cannot fully account for BZD-induced memory impairments.",0,0.5557071411561452,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.05570714115614517
30564108,Atypical Anxiety-Related Amygdala Reactivity and Functional Connectivity in Sant Mat Meditation.,"While meditation has drawn much attention in cognitive neuroscience, the neural mechanisms underlying its emotional processing remains elusive. Sant Mat meditators were recruited, who adopt a loving-kindness mode of meditation along with a vegetarian diet and an alcohol-restricted lifestyle and novices. We assessed their State-Trait Anxiety Inventory (STAI) and scanned their amygdala reactivity in response to an explicit and implicit (backward masked) perception of fearful and happy faces. In contrast with novices, meditators reported lower STAI scores. Meditators showed stronger amygdala reactivity to explicit happiness than to fear, whereas novices exhibited the opposite pattern. The amygdala reactivity was reduced in meditators regardless of implicit fear or happiness. Those who had more lifetime practice in meditation reported lower STAI and showed a weaker amygdala response to fear. Furthermore, the amygdala in meditators, relative to novices, had a stronger positive functional connectivity with the ventrolateral prefrontal cortex (PFC) to explicit happiness, but a more negative connectivity with the insula and medial orbitofrontal cortex (OFC) to explicit fear. Mediation analysis indicated the amygdala reactivity as the mediator for the linkage between meditation experience and trait anxiety. The findings demonstrate the neural correlates that underpin the beneficial effects of meditation in Sant Mat. Long-term meditation could be functionally coupled with the amygdala reactivity to explicit and implicit emotional processing, which would help reduce anxiety and potentially enhance well-being.",0,0.5481231131696234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,True,0.048123113169623366
