pmid,title,abstract,model_prob,pred,abs_margin,Human label
33893655,Neural correlates of nonjudgmental perception induced through meditation.,"Ambiguous sensory stimuli provide insight into the dynamics of the human mind. When viewing substantially different images in the two eyes (i.e., binocular rivalry (BR)), perception spontaneously fluctuates between the two images along with patch-like mixtures of the two, with limited ability to control such fluctuations. Previous studies have shown that long-term meditation training can enable a more stable perception by reducing such fluctuations. Using electroencephalography, we investigated the neural bases of perceptual stabilization in long-term meditators (LTMs) and age-matched meditation-naive control participants. We measured BR alternations before and after participants practiced meditation. We expected that perceptual stabilization through meditation could occur via one of two neurocognitive mechanisms: (1) a more engaged/effortful attention reflected by increased long-range phase synchronization between early visual sensory and higher-level brain regions, or (2) a disengaged/nonevaluative form of attention reflected by decreased phase synchronization. We found that compared with control participants, LTMs were in a significantly longer mixed perceptual state following concentrative meditation practice. The increase in mixed percepts across individuals was strongly correlated with reduced parietal-occipital gamma-band (30-50 Hz) phase synchrony. These findings suggest that concentrative meditation enables a nonevaluative perceptual stance supported by reduced communication between hierarchical visual brain regions.",0.412183268506324,0,0.08781673149367600,0
33044234,MRI in disorders of consciousness.,"PURPOSE OF REVIEW: In the study of brain-injured patients with disorders of consciousness (DoC), structural and functional MRI seek to provide insights into the neural correlates of consciousness, identify neurophysiologic signatures of covert consciousness, and identify biomarkers for recovery of consciousness. RECENT FINDINGS: Cortical volume, white matter volume and integrity, and structural connectivity across many grey and white matter regions have been shown to vary with level of awareness in brain-injured patients. Resting-state functional connectivity (rs-FC) within and between canonical cortical networks also correlates with DoC patients' level of awareness. Stimulus-based and motor-imagery fMRI paradigms have identified some behaviorally unresponsive DoC patients with cortical processing and activation patterns that mirror healthy controls. Emerging techniques like dynamic rs-FC have begun to identify temporal trends in brain-wide connectivity that may represent novel neural correlates of consciousness. SUMMARY: Structural and functional MRI will continue to advance our understanding of brain regions supporting human consciousness. Measures of regional and global white matter integrity and rs-FC in particular networks have shown significant improvement over clinical features in identifying acute and chronic DoC patients likely to recover awareness. As they are refined, functional MRI paradigms may additionally provide opportunities for interacting with behaviorally unresponsive patients.",0.7975541721563630,1,0.29755417215636300,1
4791689,[Changes of consciousness in Sheehan's syndrome].,,0.18663389496326100,0,0.31336610503673900,0
1607964,Head-injured patients who talk and deteriorate.,,0.6149560690439480,1,0.1149560690439480,0
30213588,Prehospital clinical presentation in patients with acute coronary syndrome complicated by cardiogenic shock: A single center study.,"BACKGROUND: The development of cardiogenic shock remains the most important factor affecting the prognosis of patients with acute coronary syndrome. Despite significant advances in treatment, achieved in the last two decades, the mortality rate is still very high. The development of knowledge about the pathophysiology of cardiogenic shock, necessitates a thorough and comprehensive assessment of its progress at all stages of medical care. OBJECTIVES: The aim of the study was to assess the prehospital clinical presentation in patients with acute coronary syndrome complicated by cardiogenic shock. METHODS: The population of our study consisted of 40 patients with acute coronary syndrome complicated by cardiogenic shock who were transported to the Intensive Cardiac Therapy Clinic by ambulances directly from place of the event in order to implement primary coronary intervention. The control group was selected among age, gender and infarct location-matched patients with acute coronary syndrome uncomplicated by shock. The clinical presentation in investigated patients was assessed on the basis of the data contained in the medical records of Emergency Medical Services teams. RESULTS: In univariate logistic regression analysis eight prehospital clinical symptoms proved to be statistically significant predictors of the development of cardiogenic shock: fainting and/or impaired consciousness, pale skin, cold skin, clammy skin, dyspnea, pulmonary congestion, peripheral cyanosis and hyperglycemia >11,1 mmol/l. In the multivariate model significant predictors of cardiogenic shock development were: pale skin and hyperglycemia >11.1 mmol/l. A risk prediction model was constructed. It proved to differentiate patients from study and control group highly significantly (p < 0.001). CONCLUSIONS: Patients with acute coronary syndrome who develop cardiogenic shock, present a different clinical symptoms at the moment of the first medical contact. The proposed 4S Scale can be used for quick assessment of risk in patients with acute coronary syndrome before the development of a fully-blown cardiogenic shock with severe, long-lasting hypotonia.",0.07591823288831860,0,0.4240817671116810,0
33746825,The Bibliometric Analysis of the Sustainable Influence of Physical Education for University Students.,"With the awakening of people's health consciousness, the concept and practice of health promotion has become the main target of health policies throughout the world. In this study, the relationship between physical education and health promotion was examined. Art students from a university in Taoyuan were selected for research, and a total of 320 questionnaires were issued. Invalid and incomplete questionnaires were eliminated, with a total of 227 valid questionnaires. Finally, the LISREL (Linear Structural Relations) model was used to analyze the correlation between various factors and health promotion. The results of the model analysis show that in terms of basic fit, the three factors of physical education (course design, teaching content, and activity design) have a high correlation with the influence of physical education, reaching a significant level (t > 1.96, p < 0.05). In terms of influence on sports participation, the three factors (physiological factors, psychological factors, social factors) of sports participation reached a significant level (t > 1.96, p < 0.05). The two factors of health promotion (physiological health, and mental health and practical ideas) have a high correlation with the influence of health promotion, reaching a significant level (t > 1.96, p < 0.05). In terms of overall mode fit, the overall mode fit standard chi(2)/Df was 1.344, less than the standard value of 3 or less, and the RMR value was 0.007, indicating that the chi(2)/DF and RMR result standards were appropriate, and the chi-square value was very sensitive to the sample size. Therefore, there was a positive correlation among physical education, sports participation, and health promotion. In conclusion, physical activities can improve the human body's immune function, reduce the symptoms of chronic diseases, and positively promote health. The research result is important for emphasizing the benefit of sports to art students, and provides reference for improving the quality of school physical education, and the physical and mental health level of people in Taiwan.",0.45986720112578500,0,0.04013279887421510,0
23210468,Practicing Reiki does not appear to routinely produce high-intensity electromagnetic fields from the heart or hands of Reiki practitioners.,"OBJECTIVES: The study objective was to determine whether Reiki practice increases the electromagnetic field strength from the heart and hands of Reiki practitioners. RATIONALE: This study repeated experiments performed 20 years ago that detected exceptionally high-strength electromagnetic fields (100 nT) from the hands of several energy healers. The equipment used was far more sensitive than in the original studies. DESIGN: Using a Magnes 2500 WH SQUID, the electromagnetic field from the hands and heart of each of 3 Reiki masters was measured when they were (1) not practicing Reiki, (2) sending Reiki to a distant person, and (3) sending Reiki to a person in the room. Similar measurements were made on 4 Reiki-naive volunteers before and after they received a Reiki training/attunement enabling them to self-administer Reiki. SETTING/LOCATION: The study setting was the Scripps Institute, San Diego, CA. OUTCOME MEASURES: Magnetic field intensity of hands and heart recorded over 5-minute sessions with corresponding frequency spectra. RESULTS: For all subjects, under all conditions, sensors closest to the heart and the hands produced spikes of 2 pT corresponding to the heartbeat. Recordings from 2 Masters and 1 volunteer showed a low-intensity sine wave oscillation of 0.25-0.3 Hz (intensity 0.1-0.5 pT) whether or not they were practicing Reiki. This oscillation probably reflected respiratory sinus arrhythmia, judged by comparison with recent previous studies. These signals were not detected in the original studies. In the current study, no electromagnetic field intensities greater than 3 pT were observed in any of the recordings. CONCLUSIONS: Practicing Reiki does not appear to routinely produce high-intensity electromagnetic fields from the heart or hands. Alternatively, it is possible that energy healing is stimulated by tuning into an external environmental radiation, such as the Schumann resonance, which was blocked in the present study by the strong magnetic shielding surrounding the SQUID.",0.30634640154837800,0,0.19365359845162200,0
27829974,Vendantic view on life and consciousness: BN Shanta is correct.,"The explanation for Vedanta offered by Bhakti Niskama Santa (BNS)(1) is valid from both scientific and philosophical grounds. It seems that the published critique of Gustavo Caetano-Anolles (GCA)(2) to Shanta's paper is purely emotional and does not have any valid scientific or philosophical justification. In his rebuttal to Caetano-Anolles's critique, Shanta(3) highlighted how the concept of 'Organic Whole' in Vedanta is completely different than that of Creationist Movement and Intelligent Design. Thus Caetano-Anolle's attempt to equate Vedanta with Creationist Movement and Intelligent Design is merely superfluous. This article highlights the validity of the argument made by Bhakti Niskama Shanta(1) and thus also intends to clarify why the Caetano-Anolles critique is groundless.",0.5681452962097830,1,0.06814529620978270,1
34802696,Lateralisation of subcortical functional connectivity during and after general anaesthesia.,"BACKGROUND: Arousal and awareness are two important components of consciousness states. Functional neuroimaging has furthered our understanding of cortical and thalamocortical mechanisms of awareness. Investigating the relationship between subcortical functional connectivity and arousal has been challenging owing to the relatively small size of brainstem structures and thalamic nuclei, and their depth in the brain. METHODS: Resting state functional MRI scans of 72 healthy volunteers were acquired before, during, 1 h after, and 1 day after sevoflurane general anaesthesia. Functional connectivity of subcortical regions of interest vs whole brain and homotopic functional connectivity for assessment of left-right symmetry analyses of both cortical and subcortical regions of interest were performed. Both analyses used high resolution atlases generated from deep brain stimulation applications. RESULTS: Functional connectivity in subcortical loci within the thalamus and of the ascending reticular activating system was sharply restricted under anaesthesia, featuring a general lateralisation of connectivity. Similarly, left-right homology was sharply reduced under anaesthesia. Subcortical bilateral functional connectivity was not fully restored after emergence from anaesthesia, although greater restoration was seen between ascending reticular activating system loci and specific thalamic nuclei thought to be involved in promoting and maintaining arousal. Functional connectivity was fully restored to baseline by the following day. CONCLUSIONS: Functional connectivity in the subcortex is sharply restricted and lateralised under general anaesthesia. This restriction may play a part in loss and return of consciousness. CLINICAL TRIAL REGISTRATION: NCT02275026.",0.16926715828918500,0,0.33073284171081500,0
14572412,[Anti-flu vaccination in health staff: problem of consciousness-raising or of conscience?].,,0.28789692083129400,0,0.21210307916870600,0
23093913,Strategies to fight stigma toward people with mental disorders: perspectives from different stakeholders.,"This study aims to provide a more complete and exhaustive perspective on the whole range of potential strategies to fight stigma by considering the perspectives of different stakeholders. Delegates to a Canadian conference were invited to participate in a survey that focused on stigma, from which the responses to the following question were analyzed: tell us briefly what you do to reduce prejudice and stigma toward people with a diagnosis of mental disorder? From 253 participants, 15 categories of strategies to fight stigma were identified from the verbatim (e.g., sharing/encouraging disclosure). These categories fell under six main themes: education, contact, protestation, person centered, working on recovery and social inclusion, and reflexive consciousness. The occurrence of these themes was different among stakeholders (clinical, organizational, and experiential knowledge). For example, people with mental disorders (experiential knowledge) often mentioned contact and person centered strategies, while mental health professionals (clinical knowledge) preferred education and working on recovery and social inclusion strategies. The results from this study highlight the need to pay more attention to the concept of disclosure of mental disorders in the process for de-stigmatization. Future studies are needed to assess the impact of the emerging strategies to fight stigma in the community.",0.3063467292220390,0,0.1936532707779610,0
28152662,Posterior reversible encephalopathy syndrome as a complication of Henoch-Schonlein purpura in a seven-year-old girl.,"Introduction Henoch-Schonlein purpura is a multisystem small vessel vasculitis. Neurologic manifestations are uncommon. Posterior reversible encephalopathy syndrome is a rare complication of Henoch-Schonlein purpura with typical clinical and neuroimaging findings that occurs most commonly in the setting of severe hypertension and renal injury. Case presentation A seven-year-old girl was admitted to our institution presenting with clinical and laboratory findings suggestive of Henoch-Schonlein purpura. Glucocorticoid therapy was initiated, but five days following her admission, she developed altered consciousness, seizures, arterial hypertension, and cortical blindness. Brain MRI scan revealed areas of vasogenic oedema in parieto-occipital lobes, consistent with posterior reversible encephalopathy syndrome. She was immediately initiated on antihypertensives and antiepileptics, which successfully improved her neurologic symptoms. Further laboratory work-up disclosed a rapidly progressive glomerulonephritis secondary to Henoch-Schonlein purpura that was the likely cause of her sudden blood pressure elevation. Immunosuppressive therapy was undertaken, and at one-year follow-up, the patient exhibited complete renal and neurologic recovery. Conclusion Posterior reversible encephalopathy syndrome is a severe complication of Henoch-Schonlein purpura. If promptly diagnosed and treated, children with Henoch-Schonlein purpura presenting with posterior reversible encephalopathy syndrome usually have a good prognosis. Clinicians should be familiar with the characteristic presentation of posterior reversible encephalopathy syndrome and be aware that hypertension and renal injury may predispose Henoch-Schonlein purpura patients to developing this complication.",0.0708725056939817,0,0.4291274943060180,0
25172970,Colloid cysts of the third ventricle exhibit various clinical presentation: a review of three cases.,"Colloid cysts are benign intracranial tumours usually occurring in the front part of the third ventricle. Clinical presentation may be non-specific and heterogeneous. The problems are frequently associated with development of hydrocephalus, these cysts may cause. We describe three cases of patients with diverse clinical symptoms, who underwent surgery for colloid cysts of the third ventricle. In the first patient, the colloid cyst caused a sudden deterioration of consciousness due to an acute hydrocephalus. The cyst in the second and third patient was discovered accidentally, during the course of epileptic seizures treatment and due to chronic headache with quanti- and qualitative deterioration of consciousness in the setting of chronic hydrocefalus, respectively. Surgery improved health in all three patients.",0.09574828386154330,0,0.40425171613845700,0
21258233,Pick up the pieces: depth of anesthesia and long-term mortality.,,0.1398762499169930,0,0.3601237500830070,0
36130555,Percheron-like artery infarction after transsphenoidal surgery: illustrative case.,"BACKGROUND: The transsphenoidal approach to the skull base has enjoyed increasing popularity for surgery of the sellar region avoiding brain retraction and causing few severe complications. While vitally important vessels in this region show a high degree of variability, some anatomical variants might be involved in characteristic complications. OBSERVATIONS: We present the case of a 40-year-old female patient with acromegaly due to a pituitary adenoma that was transsphenoidally operated. Postoperatively, the patient presented with bilateral unresponsive mydriasis, loss of consciousness and tetraparesis. An MRI showed well-circumscribed bilateral paramedian thalamic infarctions which indicated a rare Percheron-like artery. At 2-year follow-up examination the patient was dramatically improved but with a profound impact on her ability to interact with the world. LESSONS: The basilar artery or perforators might be injured during dissection of suprasellar lesions. This vascular territory is essential to interaction of the brain with the outside world. We conclude that we will approach future suprasellar adenomas strictly intracapsularly.",0.4234288194746760,0,0.07657118052532370,0
31884753,[The specificity of moral aspects of activity of medical workers in Health Care of Russia].,"The transformation of values and dissemination of consumerism ideology, associated with active implementation of market mechanisms of functioning in the Russian health care system, significantly affected processes of implementing moral aspects of activities of medical workers. The transition of physician and patient to buying and selling relationships initiated the situation when the life and health maintenance is considered not as an ultimate purpose of medical profession, but as a service supplied for particular fee. Moreover, quality of medical care supplied is considered as directly proportional to its cost. This fact results, from one hand, in corruption in health care system initiated by patients themselves because unofficial fee is significantly lower than the established one. From the other hand, it results in the fact that service supplied to patient for free in state polyclinics is provided untimely and not always is has needed quality due to lacking of necessary resources. As a result, the moral purpose of medical profession becomes minor, yielding to commercial relationships. However, these occurrences do not disprove the fact that the patient, in case of visiting physician, remains completely dependent on one's professionalism and responsibility, despite the abundance of private medical institutions and the formal freedom of choosing type of medical service and medical specialist providing it. The high moral culture was and continue to be an obligatory characteristic of successfulness and professionalism of physician. In the new economic conditions, it can become a competitive advantage, since every patient wishes to see in physician not only competent specialist, but also a person capable to empathize and responsibly treat with responsibility another life that was trusted to him.",0.2167348114770930,0,0.28326518852290700,0
31535889,Evaluative conditioning of pattern-masked nonwords requires perceptual awareness.,"The evaluative conditioning (EC) phenomenon is central to the study of preference acquisition and attitude formation. Early studies have reported EC in the absence of awareness, but more recent work has questioned this conclusion. In previous work, using briefly presented and pattern-masked conditioned stimuli (CSs), we found that above-chance forced-choice identification of CSs is necessary for EC. Here we extend this work by addressing more directly the inherently subjective issue of consciousness. In 2 studies, we assessed whether above-threshold perceptual awareness of CSs is necessary for EC. Contrasting unconscious learning claims, EC was absent under low and intermediate levels of perceptual awareness. Additional findings suggest that the perceptual awareness task does not interfere with EC, and that it is more sensitive than memory-based awareness proxies. We also found that a confounded variant of the forced-choice identification task can artifactually induce EC; and that an unconfounded version of the task does not induce nor interfere with EC. We discuss limitations of the present studies as well as their relevance for the debate about the automaticity of evaluative learning. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",0.29807173573844700,0,0.20192826426155300,1
36549264,Central-positive complexes in ECT-induced seizures: Possible evidence for thalamocortical mechanisms.,"OBJECTIVE: Central-positive complexes (CPCs) are elicited during electroconvulsive therapy (ECT) as generalized high-amplitude waveforms with maximum positive voltage over the vertex. While these complexes have been qualitatively assessed in previous literature, quantitative analyses are lacking. This study aims to characterize CPCs across temporal, spatial, and spectral domains. METHODS: High-density 64-electrode electroencephalogram (EEG) recordings during 50 seizures acquired from 11 patients undergoing right unilateral ECT allowed for evaluation of spatiotemporal characteristics of CPCs via source localization and spectral analysis. RESULTS: Peak-amplitude CPC scalp topology was consistent across seizures, showing maximal positive polarity over the midline fronto-central region and maximal negative polarity over the suborbital regions. The sources of these peak potentials were localized to the bilateral medial thalamus and cingulate cortical regions. Delta, beta, and gamma oscillations were correlated with the peak amplitude of CPCs during seizures induced during ketamine, whereas delta and gamma oscillations were associated with CPC peaks during etomidate anesthesia (excluding the dose-charge titration). CONCLUSIONS: Our findings demonstrate the consistency of CPC presence across participant, stimulus charge, time, and anesthetic agent, with peaks localized to bilateral medial thalamus and cingulate cortical regions and associated with delta, beta, and gamma band oscillations (depending on the anesthetic condition). SIGNIFICANCE: The consistency and reproducibility of CPCs offers ECT as a new avenue for studying the dynamics of generalized seizure activity and thalamocortical networks.",0.26736142764767200,0,0.23263857235232800,0
35959074,Between Fact and Fabrication: How Visual Art Might Nurture Environmental Consciousness.,"Previous studies have highlighted the communicative limitations of artistic visualizations, which are often too conceptual or interpretive to enhance public understanding of (and volition to act upon) scientific climate information. This seems to suggest a need for greater factuality/concreteness in artistic visualization projects, which may indeed be the case. However, in this paper, we synthesize insights from environmental psychology, the psychology of art, and intermediate disciplines like eco-aesthetics, to argue that artworks-defined by their counterfactual qualities-can be effective for stimulating elements of environmental consciousness. We also argue that different artworks may yield different effects depending on how they combine counter/factual strategies. In so doing, we assert that effective artistic perceptualization-here expressed as affectivization-exceeds the faithful translation of facts from one mode to another, and cannot be encapsulated in a single example of un/successful art.",0.5860425030828950,1,0.08604250308289510,0
32593772,Patterns of neural activity in the mouse brain: Wakefulness vs. General anesthesia.,"In light of the general shift from rats to mice as the leading rodent model in neuroscience research we used c-Fos expression as a tool to survey brain regions in the mouse in which neural activity differs between the states of wakefulness and pentobarbital-induced general anesthesia. The aim was to complement prior surveys carried out in rats. In addition to a broad qualitative review, 28 specific regions of interest (ROIs) were evaluated quantitatively. Nearly all ROIs in the cerebral cortex showed suppressed activity during anesthesia. Subcortically, however, some ROIs showed suppression, some showed little change, and some showed increased activity. The overall picture was similar to the rat. Special attention was devoted to ROIs significantly activated during anesthesia, as such loci might actively drive the transition to anesthetic unconsciousness rather than responding passively to inhbitory agents distributed globally (the ""wet blanket"" hypothesis). Twelve such ""anesthesia-on"" ROIs were identified: the paraventricular hypothalamic nucleus, supraoptic nucleus, tuberomamillary nucleus, lateral habenular nucleus, dentate gyrus, nucleus raphe pallidus, central amygdaloid nucleus, perifornical lateral hypothalamus, ventro-lateral preoptic area, lateral septum, paraventricular thalamic nucleus and zona incerta. The same primary anti-FOS antibody was used in all mice, but two alternative reporter systems were employed: ABC-diaminobenzidine and the currently more popular AlexaFluor488. Fluorescence tagging revealed far fewer FOS-immunoreactive neurons, sounding an alert that the reporter system chosen can have major effects on results obtained.",0.1907853302232390,0,0.30921466977676100,0
